,tweet_id,timestamp,text,rating_numerator,rating_denominator,dog_stage,favorites,retweets,img_num,confidence,dog_breed
514,793226087023144960,2016-10-31 23:00:11+00:00,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",11.0,10,doggo,9621.0,2807.0,1.0,0.456047,wire-haired_fox_terrier
515,793210959003287553,2016-10-31 22:00:04+00:00,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,10.0,10,doggo,8760.0,2727.0,1.0,0.0187591,French_bulldog
516,793195938047070209,2016-10-31 21:00:23+00:00,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,12.0,10,doggo,14973.0,5487.0,2.0,0.654762,Labrador_retriever
517,793180763617361921,2016-10-31 20:00:05+00:00,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,11.0,10,doggo,6819.0,1944.0,1.0,0.266824,Lakeland_terrier
518,793165685325201412,2016-10-31 19:00:10+00:00,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,12.0,10,doggo,9222.0,2715.0,1.0,0.946224,golden_retriever
519,793150605191548928,2016-10-31 18:00:14+00:00,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,11.0,10,doggo,6069.0,1656.0,1.0,0.193869,Italian_greyhound
521,793120401413079041,2016-10-31 16:00:13+00:00,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",11.0,10,doggo,12424.0,3813.0,1.0,0.7249439999999999,Labrador_retriever
523,792883833364439040,2016-10-31 00:20:11+00:00,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,12.0,10,doggo,11090.0,4155.0,3.0,8.31451e-05,standard_poodle
524,792773781206999040,2016-10-30 17:02:53+00:00,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,12.0,10,doggo,7225.0,1640.0,1.0,0.912804,Yorkshire_terrier
525,792394556390137856,2016-10-29 15:55:58+00:00,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,12.0,10,doggo,13160.0,4191.0,2.0,0.746387,cocker_spaniel
526,792050063153438720,2016-10-28 17:07:05+00:00,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,11.0,10,doggo,6999.0,1738.0,2.0,0.942856,komondor
528,791672322847637504,2016-10-27 16:06:04+00:00,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,13.0,10,doggo,11540.0,3051.0,1.0,0.705092,golden_retriever
529,791406955684368384,2016-10-26 22:31:36+00:00,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,12.0,10,doggo,12914.0,4009.0,4.0,0.972629,Pembroke
530,791312159183634433,2016-10-26 16:14:55+00:00,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,12.0,10,doggo,8603.0,2465.0,4.0,0.892925,miniature_pinscher
531,790987426131050500,2016-10-25 18:44:32+00:00,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,12.0,10,doggo,9626.0,2074.0,1.0,0.349195,cocker_spaniel
532,790946055508652032,2016-10-25 16:00:09+00:00,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,12.0,10,doggo,16371.0,4560.0,1.0,0.245773,golden_retriever
533,790698755171364864,2016-10-24 23:37:28+00:00,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,12.0,10,doggo,8057.0,1875.0,1.0,0.996541,Bernese_mountain_dog
534,790581949425475584,2016-10-24 15:53:19+00:00,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,11.0,10,doggo,20255.0,6918.0,2.0,0.000152999,malinois
535,790337589677002753,2016-10-23 23:42:19+00:00,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12.0,10,doggo,7687.0,1846.0,1.0,0.658808,Pembroke
536,790277117346975746,2016-10-23 19:42:02+00:00,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11.0,10,doggo,12323.0,3091.0,1.0,0.427742,Labrador_retriever
537,789986466051088384,2016-10-23 00:27:05+00:00,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12.0,10,doggo,9083.0,2252.0,1.0,0.07853049999999999,golden_retriever
539,789628658055020548,2016-10-22 00:45:17+00:00,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13.0,10,doggo,7338.0,1721.0,1.0,0.260702,chow
540,789599242079838210,2016-10-21 22:48:24+00:00,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12.0,10,doggo,6614.0,1875.0,2.0,0.8788219999999999,Chesapeake_Bay_retriever
541,789530877013393408,2016-10-21 18:16:44+00:00,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12.0,10,doggo,11500.0,3282.0,3.0,0.363272,schipperke
543,789268448748703744,2016-10-21 00:53:56+00:00,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10.0,10,doggo,8944.0,2551.0,1.0,0.81286,malamute
544,789137962068021249,2016-10-20 16:15:26+00:00,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12.0,10,doggo,9524.0,2709.0,2.0,0.746135,Chihuahua
545,788908386943430656,2016-10-20 01:03:11+00:00,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11.0,10,doggo,26906.0,12153.0,1.0,0.0340897,golden_retriever
546,788765914992902144,2016-10-19 15:37:03+00:00,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12.0,10,doggo,26802.0,10034.0,1.0,0.500509,cocker_spaniel
547,788412144018661376,2016-10-18 16:11:17+00:00,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11.0,10,doggo,15230.0,5127.0,1.0,0.805238,golden_retriever
548,788178268662984705,2016-10-18 00:41:57+00:00,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13.0,10,doggo,7100.0,2044.0,2.0,0.73548,Samoyed
549,788150585577050112,2016-10-17 22:51:57+00:00,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13.0,10,doggo,5998.0,1247.0,3.0,0.814145,chow
551,787810552592695296,2016-10-17 00:20:47+00:00,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11.0,10,doggo,8447.0,2970.0,2.0,0.362835,pug
552,787717603741622272,2016-10-16 18:11:26+00:00,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13.0,10,doggo,10060.0,2700.0,3.0,0.992339,German_shepherd
553,787397959788929025,2016-10-15 21:01:17+00:00,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11.0,10,doggo,10681.0,2778.0,1.0,0.900483,Chihuahua
554,787322443945877504,2016-10-15 16:01:13+00:00,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10.0,10,doggo,7639.0,1694.0,1.0,0.105703,golden_retriever
555,786963064373534720,2016-10-14 16:13:10+00:00,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12.0,10,doggo,26111.0,7761.0,1.0,0.915303,golden_retriever
556,786709082849828864,2016-10-13 23:23:56+00:00,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",9.75,10,doggo,17916.0,5970.0,1.0,0.467321,Pomeranian
557,786664955043049472,2016-10-13 20:28:35+00:00,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12.0,10,doggo,10369.0,2465.0,1.0,0.512034,Leonberg
558,786595970293370880,2016-10-13 15:54:28+00:00,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11.0,10,doggo,9288.0,3048.0,1.0,0.709512,Pembroke
559,786363235746385920,2016-10-13 00:29:39+00:00,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13.0,10,doggo,10665.0,3372.0,1.0,0.929266,golden_retriever
561,786233965241827333,2016-10-12 15:55:59+00:00,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11.0,10,doggo,14934.0,4576.0,1.0,0.478193,Labrador_retriever
563,785927819176054784,2016-10-11 19:39:28+00:00,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12.0,10,doggo,11163.0,3099.0,1.0,0.00849262,toy_poodle
564,785872687017132033,2016-10-11 16:00:24+00:00,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12.0,10,doggo,6567.0,1750.0,1.0,0.392108,Great_Pyrenees
566,785533386513321988,2016-10-10 17:32:08+00:00,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11.0,10,doggo,8890.0,1931.0,2.0,0.436023,miniature_pinscher
568,785264754247995392,2016-10-09 23:44:41+00:00,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12.0,10,doggo,7114.0,1585.0,1.0,0.056137,chow
569,785170936622350336,2016-10-09 17:31:53+00:00,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11.0,10,doggo,11768.0,4698.0,2.0,0.0274944,Eskimo_dog
570,784826020293709826,2016-10-08 18:41:19+00:00,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13.0,10,doggo,9892.0,3144.0,1.0,0.0903414,chow
571,784517518371221505,2016-10-07 22:15:26+00:00,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11.0,10,doggo,8798.0,2452.0,2.0,0.757764,malamute
572,784431430411685888,2016-10-07 16:33:21+00:00,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12.0,10,doggo,5610.0,1234.0,1.0,0.744819,miniature_poodle
576,783821107061198850,2016-10-06 00:08:09+00:00,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12.0,10,doggo,7210.0,1903.0,1.0,0.26565900000000003,Lakeland_terrier
577,783695101801398276,2016-10-05 15:47:27+00:00,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12.0,10,doggo,10234.0,3111.0,3.0,0.314265,chow
578,783466772167098368,2016-10-05 00:40:09+00:00,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11.0,10,doggo,8262.0,2164.0,1.0,0.789,Chihuahua
579,783391753726550016,2016-10-04 19:42:03+00:00,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13.0,10,doggo,16522.0,5306.0,4.0,0.87713,Norwegian_elkhound
580,783334639985389568,2016-10-04 15:55:06+00:00,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12.0,10,doggo,28438.0,11318.0,2.0,0.593858,Cardigan
581,783085703974514689,2016-10-03 23:25:55+00:00,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11.0,10,doggo,7975.0,2124.0,1.0,0.240602,Chesapeake_Bay_retriever
582,782969140009107456,2016-10-03 15:42:44+00:00,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12.0,10,doggo,23599.0,7148.0,1.0,0.17139300000000002,golden_retriever
583,782747134529531904,2016-10-03 01:00:34+00:00,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11.0,10,doggo,7306.0,1368.0,1.0,0.560699,golden_retriever
584,782722598790725632,2016-10-02 23:23:04+00:00,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10.0,10,doggo,16866.0,5220.0,1.0,0.574557,Irish_setter
585,782598640137187329,2016-10-02 15:10:30+00:00,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11.0,10,doggo,7630.0,1824.0,1.0,0.8408709999999999,malamute
586,782305867769217024,2016-10-01 19:47:08+00:00,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12.0,10,doggo,16263.0,5373.0,1.0,0.5044270000000001,briard
588,781661882474196992,2016-09-30 01:08:10+00:00,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,5.0,10,doggo,10193.0,2629.0,1.0,0.438087,Pembroke
590,781524693396357120,2016-09-29 16:03:01+00:00,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,12.0,10,doggo,20279.0,5376.0,1.0,0.0035225,Chesapeake_Bay_retriever
592,781251288990355457,2016-09-28 21:56:36+00:00,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,11.0,10,doggo,8208.0,2006.0,2.0,0.8877709999999999,Mexican_hairless
593,781163403222056960,2016-09-28 16:07:23+00:00,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",10.0,10,doggo,9578.0,2671.0,1.0,0.973841,Shetland_sheepdog
595,780858289093574656,2016-09-27 19:54:58+00:00,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",10.0,10,doggo,7036.0,1946.0,1.0,0.488555,Chesapeake_Bay_retriever
596,780800785462489090,2016-09-27 16:06:28+00:00,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,11.0,10,doggo,5352.0,1253.0,2.0,0.951963,Siberian_husky
597,780601303617732608,2016-09-27 02:53:48+00:00,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,12.0,10,doggo,11820.0,3248.0,1.0,0.995143,Saint_Bernard
598,780543529827336192,2016-09-26 23:04:13+00:00,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,12.0,10,doggo,6148.0,1693.0,1.0,0.628312,golden_retriever
599,780459368902959104,2016-09-26 17:29:48+00:00,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",11.0,10,doggo,5171.0,1038.0,1.0,0.382491,Great_Dane
600,780192070812196864,2016-09-25 23:47:39+00:00,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,11.0,10,doggo,8493.0,2170.0,1.0,0.144012,vizsla
602,779834332596887552,2016-09-25 00:06:08+00:00,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11.0,10,doggo,18397.0,6784.0,1.0,0.99383,golden_retriever
605,779056095788752897,2016-09-22 20:33:42+00:00,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,13.0,10,doggo,14393.0,4373.0,1.0,0.721188,Chihuahua
606,778990705243029504,2016-09-22 16:13:51+00:00,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,11.0,10,doggo,19438.0,6941.0,2.0,0.7153510000000001,cocker_spaniel
608,778748913645780993,2016-09-22 00:13:04+00:00,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",11.0,10,doggo,6700.0,1262.0,1.0,0.351434,Staffordshire_bullterrier
609,778650543019483137,2016-09-21 17:42:10+00:00,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10.0,10,doggo,5610.0,1445.0,1.0,0.515699,German_shepherd
610,778624900596654080,2016-09-21 16:00:17+00:00,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,11.0,10,doggo,4489.0,975.0,2.0,0.786089,Airedale
611,778408200802557953,2016-09-21 01:39:11+00:00,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,14.0,10,doggo,13286.0,4162.0,3.0,0.8483620000000001,Pembroke
612,778383385161035776,2016-09-21 00:00:35+00:00,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,13.0,10,doggo,5668.0,1059.0,1.0,0.345266,collie
613,778286810187399168,2016-09-20 17:36:50+00:00,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,11.0,10,doggo,10114.0,3190.0,1.0,0.32207,Boston_bull
614,778039087836069888,2016-09-20 01:12:28+00:00,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,12.0,10,doggo,8272.0,2557.0,2.0,0.717776,German_shepherd
615,778027034220126208,2016-09-20 00:24:34+00:00,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,11.27,10,doggo,6385.0,1548.0,1.0,0.946718,clumber
616,777885040357281792,2016-09-19 15:00:20+00:00,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,3.0,10,doggo,6196.0,1573.0,1.0,0.123529,Afghan_hound
617,777684233540206592,2016-09-19 01:42:24+00:00,"""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",12.0,10,doggo,10951.0,2829.0,1.0,0.253442,cocker_spaniel
618,777621514455814149,2016-09-18 21:33:11+00:00,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,12.0,10,doggo,8510.0,2427.0,1.0,0.999823,chow
619,777189768882946048,2016-09-17 16:57:35+00:00,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,12.0,10,doggo,13849.0,4166.0,2.0,0.988412,Chihuahua
620,776813020089548800,2016-09-16 16:00:31+00:00,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,12.0,10,doggo,4764.0,1161.0,1.0,0.51661,toy_poodle
621,776477788987613185,2016-09-15 17:48:25+00:00,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,11.0,10,doggo,8576.0,2673.0,1.0,0.8848389999999999,Labrador_retriever
622,776218204058357768,2016-09-15 00:36:55+00:00,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,13.0,10,doggo,29050.0,15293.0,1.0,0.940326,Samoyed
623,776201521193218049,2016-09-14 23:30:38+00:00,This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,10.0,10,doggo,9320.0,2432.0,1.0,0.502228,Rottweiler
625,776088319444877312,2016-09-14 16:00:49+00:00,I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,10.0,10,doggo,1785.0,146.0,3.0,7.657020000000001e-05,pug
626,775842724423557120,2016-09-13 23:44:54+00:00,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,12.0,10,doggo,11397.0,2565.0,2.0,0.520022,chow
629,775364825476165632,2016-09-12 16:05:54+00:00,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,11.0,10,doggo,7188.0,2845.0,3.0,0.571229,beagle
631,775085132600442880,2016-09-11 21:34:30+00:00,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13.0,10,doggo,15125.0,4542.0,1.0,0.316565,chow
632,774757898236878852,2016-09-10 23:54:11+00:00,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,12.0,10,doggo,8387.0,1723.0,1.0,0.7199409999999999,toy_poodle
633,774639387460112384,2016-09-10 16:03:16+00:00,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,10.0,10,doggo,6564.0,1669.0,1.0,0.6275930000000001,Walker_hound
634,774314403806253056,2016-09-09 18:31:54+00:00,I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,14.0,10,doggo,21196.0,5315.0,3.0,0.5960449999999999,Eskimo_dog
635,773985732834758656,2016-09-08 20:45:53+00:00,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,11.0,10,doggo,10466.0,3724.0,4.0,0.10957,pug
636,773922284943896577,2016-09-08 16:33:46+00:00,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",12.0,10,doggo,6236.0,1682.0,1.0,0.554331,Pomeranian
637,773704687002451968,2016-09-08 02:09:06+00:00,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,12.0,10,doggo,6433.0,1556.0,2.0,0.324251,silky_terrier
638,773670353721753600,2016-09-07 23:52:41+00:00,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,10.0,10,doggo,5209.0,1262.0,1.0,0.969311,Old_English_sheepdog
639,773547596996571136,2016-09-07 15:44:53+00:00,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,11.0,10,doggo,21511.0,5922.0,1.0,0.372202,Norwegian_elkhound
640,773308824254029826,2016-09-06 23:56:05+00:00,This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t.co/0Fcft7jl4N,12.0,10,doggo,22706.0,7205.0,1.0,0.151406,Labrador_retriever
641,773247561583001600,2016-09-06 19:52:39+00:00,This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af https://t.co/hG5WYT9ECn,10.0,10,doggo,9202.0,3144.0,1.0,0.08336879999999999,miniature_pinscher
642,773191612633579521,2016-09-06 16:10:20+00:00,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,12.0,10,doggo,9730.0,3993.0,1.0,0.427766,Blenheim_spaniel
643,772877495989305348,2016-09-05 19:22:09+00:00,You need to watch these two doggos argue through a cat door. Both 11/10 https://t.co/qEP31epKEV,11.0,10,doggo,8319.0,3737.0,1.0,0.138523,Norwegian_elkhound
644,772826264096874500,2016-09-05 15:58:34+00:00,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",11.0,10,doggo,7820.0,2280.0,1.0,0.915351,basset
645,772581559778025472,2016-09-04 23:46:12+00:00,Guys this is getting so out of hand. We only rate dogs. This is a Galapagos Speed Panda. Pls only send dogs... 10/10 https://t.co/8lpAGaZRFn,10.0,10,doggo,6319.0,1646.0,3.0,0.574345,Newfoundland
646,772193107915964416,2016-09-03 22:02:38+00:00,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,12.0,10,doggo,5851.0,1334.0,1.0,0.367945,Pembroke
647,772152991789019136,2016-09-03 19:23:13+00:00,Here's a couple rufferees making sure all the sports are played fairly today. Both 10/10 would bribe with extra pets https://t.co/H9yjI9eo3A,10.0,10,doggo,3704.0,1096.0,2.0,0.275318,golden_retriever
648,772117678702071809,2016-09-03 17:02:54+00:00,Meet Jack. He's a Clemson pup. Appears to be rather h*ckin pettable. Almost makes me want to root for Clemson. 12/10 https://t.co/GHOfbTVQti,12.0,10,doggo,3663.0,714.0,1.0,0.217821,Labrador_retriever
649,772114945936949249,2016-09-03 16:52:02+00:00,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort https://t.co/CbtNfecWiT,10.0,10,doggo,2661.0,456.0,1.0,0.803293,Chihuahua
650,772102971039580160,2016-09-03 16:04:27+00:00,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,11.0,10,doggo,3891.0,900.0,1.0,0.54178,Pembroke
652,771770456517009408,2016-09-02 18:03:10+00:00,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,11.0,10,doggo,11669.0,3253.0,1.0,0.53318,papillon
653,771500966810099713,2016-09-02 00:12:18+00:00,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,12.0,10,doggo,8041.0,2514.0,1.0,0.833952,Labrador_retriever
654,771380798096281600,2016-09-01 16:14:48+00:00,Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https://t.co/sPB5JMnWBn,11.0,10,doggo,10217.0,4863.0,1.0,0.503728,collie
655,771136648247640064,2016-09-01 00:04:38+00:00,This is Dixie. She wants to be a ship captain. Won't let anything get in between her and her dreams. 11/10 https://t.co/8VEDZKHddR,11.0,10,doggo,8901.0,2818.0,1.0,0.297402,golden_retriever
656,771102124360998913,2016-08-31 21:47:27+00:00,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop https://t.co/K5Jo7QRCvA,12.0,10,doggo,6052.0,1380.0,1.0,0.568789,Labrador_retriever
